age,job,marital,education,balance,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
60,management,divorced,tertiary,581,cellular,8,aug,89,2,-1,0,unknown,no
41,housemaid,married,primary,365,cellular,8,aug,203,5,-1,0,unknown,no
34,management,married,tertiary,1433,cellular,8,aug,170,3,-1,0,unknown,no
61,housemaid,married,primary,368,cellular,8,aug,62,3,-1,0,unknown,no
36,unknown,married,secondary,179,cellular,8,aug,14,8,-1,0,unknown,no
37,housemaid,married,primary,189,cellular,8,aug,148,4,-1,0,unknown,no
30,technician,single,secondary,58,cellular,8,aug,116,2,-1,0,unknown,no
34,housemaid,married,primary,326,cellular,8,aug,17,7,-1,0,unknown,no
47,blue-collar,married,primary,233,cellular,8,aug,293,3,-1,0,unknown,no
50,management,single,tertiary,592,cellular,8,aug,445,4,-1,0,unknown,no
46,blue-collar,married,secondary,438,cellular,8,aug,262,5,-1,0,unknown,no
35,technician,single,tertiary,0,cellular,11,aug,176,3,-1,0,unknown,no
31,admin.,married,tertiary,323,cellular,11,aug,120,3,-1,0,unknown,no
51,blue-collar,married,primary,440,cellular,11,aug,46,5,-1,0,unknown,no
32,housemaid,married,primary,727,cellular,11,aug,68,4,-1,0,unknown,no
54,technician,married,secondary,1349,telephone,11,aug,697,6,-1,0,unknown,no
58,blue-collar,married,secondary,1894,cellular,11,aug,153,6,-1,0,unknown,no
31,housemaid,married,primary,0,cellular,11,aug,57,7,-1,0,unknown,no
32,technician,married,secondary,3275,cellular,11,aug,326,4,-1,0,unknown,no
44,management,divorced,tertiary,935,cellular,11,aug,70,5,-1,0,unknown,no
46,management,divorced,tertiary,1297,cellular,11,aug,716,3,-1,0,unknown,yes
32,management,married,tertiary,312,cellular,11,aug,67,4,-1,0,unknown,no
45,blue-collar,married,secondary,115,cellular,11,aug,209,4,-1,0,unknown,no
38,management,single,secondary,399,cellular,11,aug,367,4,-1,0,unknown,no
52,blue-collar,married,primary,2569,cellular,11,aug,258,5,-1,0,unknown,no
32,technician,single,secondary,3297,cellular,11,aug,99,2,-1,0,unknown,no
56,services,married,secondary,750,cellular,11,aug,92,3,-1,0,unknown,no
35,management,married,tertiary,337,cellular,11,aug,177,5,-1,0,unknown,no
54,technician,divorced,secondary,221,cellular,11,aug,413,2,-1,0,unknown,no
31,technician,single,secondary,388,cellular,11,aug,144,2,-1,0,unknown,no
45,management,married,tertiary,0,cellular,11,aug,102,4,-1,0,unknown,no
41,housemaid,married,secondary,13,cellular,11,aug,155,4,-1,0,unknown,no
34,technician,married,tertiary,116,cellular,11,aug,145,2,-1,0,unknown,no
39,management,married,tertiary,380,cellular,11,aug,77,4,-1,0,unknown,no
46,technician,married,secondary,6086,cellular,11,aug,210,2,-1,0,unknown,no
34,technician,married,secondary,50,cellular,11,aug,106,3,-1,0,unknown,no
49,entrepreneur,married,secondary,348,cellular,11,aug,105,2,-1,0,unknown,no
32,technician,married,secondary,212,cellular,11,aug,98,2,-1,0,unknown,no
35,management,married,tertiary,106,cellular,11,aug,588,2,-1,0,unknown,no
53,management,married,tertiary,618,cellular,11,aug,73,2,-1,0,unknown,no
36,management,single,tertiary,553,cellular,11,aug,106,2,-1,0,unknown,no
49,blue-collar,married,primary,-232,cellular,11,aug,106,2,-1,0,unknown,no
32,self-employed,married,tertiary,1214,cellular,11,aug,104,2,-1,0,unknown,no
39,technician,divorced,secondary,454,cellular,11,aug,73,2,-1,0,unknown,no
46,housemaid,divorced,primary,41,cellular,11,aug,100,2,-1,0,unknown,no
38,management,married,tertiary,1440,cellular,11,aug,111,2,-1,0,unknown,no
57,management,married,tertiary,2416,cellular,11,aug,74,2,-1,0,unknown,no
44,technician,married,secondary,5163,cellular,11,aug,48,2,-1,0,unknown,no
31,technician,married,tertiary,1496,cellular,11,aug,303,2,-1,0,unknown,no
51,management,married,tertiary,385,cellular,11,aug,39,2,-1,0,unknown,no
56,management,married,tertiary,705,cellular,11,aug,86,2,-1,0,unknown,no
52,admin.,married,secondary,347,cellular,11,aug,217,2,-1,0,unknown,no
35,technician,single,tertiary,2277,cellular,11,aug,55,2,-1,0,unknown,no
47,management,married,tertiary,838,cellular,11,aug,72,3,-1,0,unknown,no
30,technician,married,secondary,274,cellular,11,aug,97,2,-1,0,unknown,no
42,management,married,tertiary,687,cellular,11,aug,667,2,-1,0,unknown,no
38,management,married,tertiary,1100,cellular,11,aug,347,2,-1,0,unknown,no
48,blue-collar,married,unknown,617,cellular,11,aug,33,2,-1,0,unknown,no
45,unknown,married,unknown,356,cellular,11,aug,212,2,-1,0,unknown,no
46,management,married,tertiary,5108,cellular,11,aug,165,4,-1,0,unknown,no
48,blue-collar,married,primary,476,cellular,11,aug,856,3,-1,0,unknown,yes
34,management,divorced,tertiary,4231,cellular,11,aug,382,2,-1,0,unknown,no
31,management,married,tertiary,0,cellular,11,aug,84,2,-1,0,unknown,no
55,management,married,tertiary,161,cellular,11,aug,226,2,-1,0,unknown,no
34,technician,married,secondary,268,cellular,11,aug,47,4,-1,0,unknown,no
39,housemaid,married,primary,13338,cellular,11,aug,103,4,-1,0,unknown,no
32,technician,single,secondary,321,cellular,11,aug,156,2,-1,0,unknown,no
35,technician,single,secondary,14,cellular,11,aug,113,2,-1,0,unknown,no
53,management,married,tertiary,657,cellular,11,aug,147,2,-1,0,unknown,no
36,management,married,tertiary,9,cellular,11,aug,386,4,-1,0,unknown,yes
54,retired,married,secondary,2950,cellular,11,aug,45,2,-1,0,unknown,no
33,technician,married,tertiary,8408,cellular,11,aug,121,2,-1,0,unknown,no
55,technician,married,secondary,462,cellular,11,aug,116,2,-1,0,unknown,no
30,entrepreneur,married,tertiary,5,cellular,11,aug,126,2,-1,0,unknown,no
30,student,single,tertiary,7513,cellular,11,aug,269,2,-1,0,unknown,no
60,retired,married,primary,115,cellular,11,aug,82,2,-1,0,unknown,no
33,management,divorced,tertiary,348,cellular,11,aug,71,2,-1,0,unknown,no
39,technician,married,secondary,394,cellular,11,aug,218,2,-1,0,unknown,no
43,services,married,tertiary,2764,cellular,11,aug,270,2,-1,0,unknown,no
39,technician,married,secondary,-112,cellular,11,aug,187,2,-1,0,unknown,no
31,management,single,tertiary,319,cellular,11,aug,565,2,-1,0,unknown,no
58,housemaid,divorced,primary,3568,cellular,11,aug,226,2,-1,0,unknown,no
56,technician,married,secondary,944,cellular,11,aug,172,4,-1,0,unknown,no
35,technician,single,secondary,2,cellular,11,aug,239,4,-1,0,unknown,no
45,technician,married,secondary,1410,cellular,11,aug,71,2,-1,0,unknown,no
48,blue-collar,married,primary,3886,cellular,11,aug,297,2,-1,0,unknown,no
56,blue-collar,married,secondary,2750,cellular,11,aug,115,2,-1,0,unknown,no
32,management,divorced,tertiary,787,cellular,11,aug,72,2,-1,0,unknown,no
32,management,single,secondary,67,cellular,11,aug,55,2,-1,0,unknown,no
56,retired,married,secondary,646,cellular,11,aug,164,2,-1,0,unknown,no
44,technician,married,secondary,1879,cellular,11,aug,88,4,-1,0,unknown,no
31,management,single,tertiary,98,cellular,11,aug,69,2,-1,0,unknown,no
37,technician,married,secondary,3043,cellular,11,aug,123,4,-1,0,unknown,no
46,technician,married,tertiary,405,cellular,11,aug,138,3,-1,0,unknown,no
45,technician,married,secondary,1395,cellular,11,aug,243,4,-1,0,unknown,no
30,technician,married,tertiary,564,cellular,11,aug,166,2,-1,0,unknown,no
27,admin.,married,tertiary,174,cellular,11,aug,82,2,-1,0,unknown,no
60,management,married,tertiary,371,cellular,11,aug,102,8,-1,0,unknown,no
52,blue-collar,married,primary,0,cellular,11,aug,179,4,-1,0,unknown,no
36,management,single,tertiary,0,cellular,11,aug,108,2,-1,0,unknown,no
30,technician,single,secondary,44,cellular,11,aug,187,2,-1,0,unknown,no
39,technician,married,tertiary,-276,cellular,11,aug,121,4,-1,0,unknown,no
50,blue-collar,married,primary,2167,cellular,11,aug,123,2,-1,0,unknown,no
31,management,single,tertiary,69,cellular,11,aug,257,2,-1,0,unknown,no
37,management,single,tertiary,340,cellular,11,aug,90,4,-1,0,unknown,no
40,management,divorced,tertiary,99,cellular,11,aug,275,2,-1,0,unknown,no
33,management,married,tertiary,644,cellular,11,aug,99,2,-1,0,unknown,no
58,unknown,married,primary,15,cellular,11,aug,57,2,-1,0,unknown,no
30,management,single,secondary,0,cellular,11,aug,101,5,-1,0,unknown,no
34,management,married,tertiary,5665,cellular,11,aug,72,4,-1,0,unknown,no
59,retired,married,tertiary,3843,cellular,11,aug,104,4,-1,0,unknown,no
55,technician,married,secondary,756,cellular,11,aug,210,3,-1,0,unknown,no
30,technician,single,tertiary,699,cellular,11,aug,213,4,-1,0,unknown,no
30,management,married,tertiary,131,cellular,11,aug,384,6,-1,0,unknown,yes
58,retired,married,unknown,0,cellular,11,aug,273,2,-1,0,unknown,no
32,management,single,tertiary,11797,cellular,11,aug,95,2,-1,0,unknown,no
31,technician,single,secondary,7567,cellular,11,aug,70,2,-1,0,unknown,no
50,blue-collar,married,secondary,235,cellular,11,aug,71,2,-1,0,unknown,no
31,technician,single,tertiary,1463,cellular,11,aug,97,2,-1,0,unknown,no
33,housemaid,married,primary,0,cellular,11,aug,237,2,-1,0,unknown,no
34,technician,single,tertiary,370,cellular,11,aug,116,2,-1,0,unknown,no
31,technician,single,tertiary,614,cellular,11,aug,72,4,-1,0,unknown,no
46,self-employed,married,tertiary,2421,cellular,11,aug,170,4,-1,0,unknown,no
30,management,single,tertiary,2123,cellular,11,aug,217,2,-1,0,unknown,no
35,management,single,tertiary,361,cellular,11,aug,169,2,-1,0,unknown,no
49,services,married,secondary,112,cellular,11,aug,97,2,-1,0,unknown,no
45,blue-collar,married,primary,0,cellular,11,aug,79,6,-1,0,unknown,no
31,management,single,tertiary,15,cellular,11,aug,119,2,-1,0,unknown,no
35,technician,single,tertiary,272,cellular,11,aug,86,2,-1,0,unknown,no
54,management,married,tertiary,500,cellular,11,aug,56,4,-1,0,unknown,no
42,technician,married,secondary,5455,cellular,11,aug,149,4,-1,0,unknown,no
34,technician,single,secondary,1763,cellular,11,aug,246,2,-1,0,unknown,no
43,management,single,tertiary,0,cellular,11,aug,155,2,-1,0,unknown,no
46,technician,divorced,secondary,-11,cellular,11,aug,139,2,-1,0,unknown,no
43,technician,divorced,secondary,159,cellular,11,aug,160,2,-1,0,unknown,no
47,blue-collar,married,primary,4520,cellular,11,aug,356,2,-1,0,unknown,no
31,management,single,tertiary,448,cellular,11,aug,135,2,-1,0,unknown,no
32,technician,married,secondary,3184,cellular,11,aug,135,2,-1,0,unknown,no
35,technician,married,secondary,0,cellular,11,aug,309,2,-1,0,unknown,no
46,self-employed,married,secondary,942,cellular,11,aug,53,4,-1,0,unknown,no
59,retired,married,secondary,997,cellular,11,aug,250,4,-1,0,unknown,no
30,management,single,tertiary,4889,cellular,11,aug,545,2,-1,0,unknown,yes
34,technician,divorced,secondary,259,cellular,11,aug,316,2,-1,0,unknown,no
53,services,married,secondary,1242,cellular,11,aug,168,2,-1,0,unknown,no
59,management,married,tertiary,518,cellular,11,aug,230,2,-1,0,unknown,no
46,blue-collar,married,unknown,209,cellular,11,aug,72,2,-1,0,unknown,no
35,unknown,married,tertiary,1260,cellular,11,aug,204,9,-1,0,unknown,no
43,technician,divorced,secondary,1532,cellular,11,aug,61,2,-1,0,unknown,no
45,technician,married,tertiary,1780,cellular,11,aug,52,4,-1,0,unknown,no
36,management,married,tertiary,-2,cellular,11,aug,242,2,-1,0,unknown,no
30,technician,single,secondary,54,cellular,11,aug,194,2,-1,0,unknown,no
34,management,single,tertiary,-292,cellular,11,aug,111,2,-1,0,unknown,no
42,housemaid,married,primary,-209,cellular,11,aug,90,2,-1,0,unknown,no
60,retired,married,secondary,1210,cellular,11,aug,231,2,-1,0,unknown,no
52,unknown,married,primary,5521,cellular,11,aug,126,4,-1,0,unknown,no
45,blue-collar,married,primary,2388,cellular,11,aug,317,2,-1,0,unknown,no
33,technician,married,secondary,3470,cellular,11,aug,285,2,-1,0,unknown,no
40,management,divorced,secondary,1148,cellular,11,aug,105,2,-1,0,unknown,no
41,technician,single,secondary,214,cellular,11,aug,228,2,-1,0,unknown,no
33,management,married,tertiary,901,cellular,11,aug,76,2,-1,0,unknown,no
34,technician,married,secondary,1569,cellular,11,aug,149,2,-1,0,unknown,no
34,management,married,tertiary,0,cellular,11,aug,331,2,-1,0,unknown,no
39,management,married,tertiary,246,cellular,11,aug,86,2,-1,0,unknown,no
46,admin.,married,secondary,1804,cellular,11,aug,80,2,-1,0,unknown,no
43,technician,married,secondary,7876,cellular,11,aug,209,2,-1,0,unknown,no
33,management,single,tertiary,1120,cellular,11,aug,1070,2,-1,0,unknown,yes
57,housemaid,married,primary,2785,cellular,11,aug,610,4,-1,0,unknown,yes
32,housemaid,married,tertiary,834,cellular,11,aug,144,2,-1,0,unknown,no
31,technician,single,tertiary,3194,cellular,11,aug,140,2,-1,0,unknown,no
30,technician,married,secondary,671,cellular,11,aug,96,2,-1,0,unknown,no
46,technician,married,secondary,159,cellular,11,aug,139,4,-1,0,unknown,no
49,self-employed,married,tertiary,23917,cellular,11,aug,51,4,-1,0,unknown,no
60,management,single,tertiary,2190,cellular,11,aug,601,2,-1,0,unknown,no
60,retired,married,secondary,-240,cellular,11,aug,152,6,-1,0,unknown,no
33,management,single,tertiary,0,cellular,11,aug,699,7,-1,0,unknown,yes
32,admin.,married,secondary,344,cellular,11,aug,255,15,-1,0,unknown,no
35,technician,married,tertiary,416,cellular,11,aug,591,4,-1,0,unknown,no
59,blue-collar,married,primary,754,cellular,11,aug,225,4,-1,0,unknown,no
30,technician,married,tertiary,1045,cellular,11,aug,65,4,-1,0,unknown,no
47,blue-collar,married,primary,4040,cellular,11,aug,53,5,-1,0,unknown,no
53,housemaid,married,primary,1869,cellular,11,aug,102,4,-1,0,unknown,no
41,technician,divorced,tertiary,3465,cellular,11,aug,389,4,-1,0,unknown,no
45,blue-collar,married,secondary,751,cellular,11,aug,176,4,-1,0,unknown,no
35,management,married,tertiary,43,cellular,11,aug,917,4,-1,0,unknown,yes
32,unemployed,married,tertiary,1364,cellular,11,aug,104,4,-1,0,unknown,no
34,management,married,tertiary,1666,cellular,11,aug,36,4,-1,0,unknown,no
60,retired,married,primary,172,cellular,11,aug,247,4,-1,0,unknown,no
48,blue-collar,married,unknown,113,cellular,11,aug,104,13,-1,0,unknown,no
41,management,divorced,tertiary,4495,cellular,11,aug,55,5,-1,0,unknown,no
30,technician,single,secondary,3096,cellular,11,aug,272,4,-1,0,unknown,no
40,housemaid,married,secondary,116,cellular,11,aug,1099,4,-1,0,unknown,no
37,admin.,married,tertiary,801,cellular,11,aug,331,7,-1,0,unknown,no
33,management,married,tertiary,540,cellular,11,aug,79,4,-1,0,unknown,no
45,technician,married,tertiary,548,cellular,11,aug,108,4,-1,0,unknown,no
56,housemaid,married,unknown,1780,cellular,11,aug,111,2,-1,0,unknown,no
46,management,single,tertiary,379,cellular,11,aug,83,6,-1,0,unknown,no
46,blue-collar,married,unknown,8,cellular,11,aug,79,6,-1,0,unknown,no
51,technician,divorced,secondary,0,cellular,11,aug,177,2,-1,0,unknown,no
36,management,single,tertiary,4123,cellular,11,aug,146,2,-1,0,unknown,no
33,management,married,tertiary,752,cellular,11,aug,104,4,-1,0,unknown,no
49,technician,divorced,tertiary,917,cellular,11,aug,165,6,-1,0,unknown,no
34,entrepreneur,married,secondary,223,cellular,11,aug,103,6,-1,0,unknown,no
33,technician,divorced,secondary,370,cellular,11,aug,145,4,-1,0,unknown,no
57,blue-collar,married,primary,856,cellular,11,aug,194,6,-1,0,unknown,no
34,technician,married,tertiary,0,cellular,11,aug,68,4,-1,0,unknown,no
55,housemaid,married,primary,578,cellular,11,aug,189,2,-1,0,unknown,no
39,management,married,secondary,11835,cellular,11,aug,744,2,-1,0,unknown,yes
59,retired,married,secondary,1980,cellular,11,aug,185,2,-1,0,unknown,no
32,technician,single,tertiary,300,cellular,11,aug,163,2,-1,0,unknown,no
53,management,married,tertiary,0,cellular,11,aug,608,2,-1,0,unknown,yes
36,management,single,tertiary,741,cellular,11,aug,214,2,-1,0,unknown,no
31,management,divorced,tertiary,416,cellular,11,aug,33,2,-1,0,unknown,no
46,technician,divorced,secondary,256,cellular,11,aug,105,2,-1,0,unknown,no
58,management,married,tertiary,889,cellular,11,aug,121,2,-1,0,unknown,no
50,services,married,secondary,1,telephone,11,aug,80,10,-1,0,unknown,no
46,services,married,secondary,2703,cellular,11,aug,211,6,-1,0,unknown,no
58,retired,married,primary,0,cellular,11,aug,566,2,-1,0,unknown,no
31,management,single,tertiary,498,cellular,11,aug,182,2,-1,0,unknown,no
49,services,married,secondary,653,cellular,11,aug,317,2,-1,0,unknown,no
30,management,married,tertiary,2960,cellular,11,aug,370,4,-1,0,unknown,no
37,management,single,secondary,24,cellular,11,aug,232,4,-1,0,unknown,no
59,services,married,secondary,108,cellular,11,aug,120,4,-1,0,unknown,no
43,technician,married,secondary,3723,cellular,11,aug,134,4,-1,0,unknown,no
38,technician,divorced,secondary,410,cellular,11,aug,63,6,-1,0,unknown,no
55,technician,single,secondary,149,cellular,11,aug,103,15,-1,0,unknown,no
30,management,single,tertiary,725,cellular,11,aug,69,4,-1,0,unknown,no
39,management,married,secondary,215,cellular,11,aug,1141,4,-1,0,unknown,yes
33,management,married,tertiary,299,cellular,11,aug,378,4,-1,0,unknown,no
48,blue-collar,married,secondary,794,cellular,11,aug,135,6,-1,0,unknown,no
41,management,married,secondary,456,cellular,11,aug,734,4,-1,0,unknown,yes
41,technician,single,secondary,134,cellular,11,aug,153,4,-1,0,unknown,no
53,self-employed,married,tertiary,217,cellular,11,aug,121,5,-1,0,unknown,no
47,technician,married,tertiary,1127,cellular,11,aug,133,6,-1,0,unknown,no
55,blue-collar,married,primary,1512,cellular,11,aug,262,4,-1,0,unknown,no
32,management,single,secondary,2018,cellular,11,aug,1238,1,-1,0,unknown,yes
36,housemaid,single,secondary,28,cellular,11,aug,149,2,-1,0,unknown,no
32,technician,married,secondary,999,cellular,11,aug,382,3,-1,0,unknown,no
40,technician,married,secondary,32,cellular,11,aug,55,4,-1,0,unknown,no
34,management,single,tertiary,421,cellular,11,aug,383,3,-1,0,unknown,no
37,technician,married,tertiary,-681,cellular,11,aug,280,3,-1,0,unknown,no
34,management,married,tertiary,1273,unknown,11,aug,93,2,-1,0,unknown,no
32,management,married,tertiary,713,cellular,11,aug,76,7,-1,0,unknown,no
35,management,married,tertiary,569,cellular,11,aug,121,3,-1,0,unknown,no
38,self-employed,single,tertiary,982,cellular,11,aug,176,3,-1,0,unknown,no
37,management,married,tertiary,0,cellular,11,aug,187,4,-1,0,unknown,no
53,management,divorced,secondary,112,cellular,11,aug,246,3,-1,0,unknown,no
57,retired,married,secondary,13834,cellular,11,aug,107,1,-1,0,unknown,no
48,technician,divorced,secondary,353,cellular,11,aug,132,1,-1,0,unknown,no
35,technician,married,tertiary,22,cellular,11,aug,109,1,-1,0,unknown,no
30,management,single,tertiary,1191,cellular,11,aug,381,4,-1,0,unknown,no
31,management,married,tertiary,4945,cellular,11,aug,445,1,-1,0,unknown,no
40,technician,married,secondary,4186,cellular,11,aug,129,1,-1,0,unknown,no
47,services,married,primary,206,cellular,11,aug,71,3,-1,0,unknown,no
35,technician,married,secondary,289,cellular,11,aug,80,10,-1,0,unknown,no
31,management,married,secondary,0,cellular,11,aug,720,1,-1,0,unknown,yes
35,management,single,tertiary,-1980,cellular,11,aug,227,1,-1,0,unknown,no
30,technician,single,tertiary,2784,cellular,11,aug,161,1,-1,0,unknown,no
42,management,married,tertiary,187,cellular,11,aug,64,1,-1,0,unknown,no
32,technician,single,tertiary,741,cellular,11,aug,238,1,-1,0,unknown,no
45,admin.,married,secondary,111,cellular,11,aug,173,1,-1,0,unknown,no
33,technician,married,secondary,1166,cellular,11,aug,90,3,-1,0,unknown,no
59,blue-collar,married,primary,914,cellular,11,aug,139,8,-1,0,unknown,no
37,management,married,tertiary,2672,cellular,11,aug,549,1,-1,0,unknown,no
40,self-employed,married,tertiary,271,cellular,11,aug,265,4,-1,0,unknown,no
32,technician,single,tertiary,1100,cellular,11,aug,67,1,-1,0,unknown,no
32,management,married,tertiary,1086,cellular,11,aug,379,3,-1,0,unknown,no
51,technician,single,secondary,8538,cellular,11,aug,126,2,-1,0,unknown,no
31,blue-collar,married,secondary,-204,cellular,11,aug,429,7,-1,0,unknown,no
33,technician,married,tertiary,2586,cellular,11,aug,117,3,-1,0,unknown,no
37,technician,single,secondary,4,cellular,11,aug,933,1,-1,0,unknown,yes
59,retired,married,primary,-13,cellular,11,aug,77,1,-1,0,unknown,no
32,management,married,tertiary,1208,cellular,11,aug,221,3,-1,0,unknown,no
30,technician,single,tertiary,4459,cellular,11,aug,149,2,-1,0,unknown,no
38,technician,married,tertiary,-3,cellular,11,aug,148,3,-1,0,unknown,no
52,admin.,married,secondary,7742,cellular,11,aug,149,3,-1,0,unknown,no
32,housemaid,married,secondary,3832,cellular,11,aug,80,3,-1,0,unknown,no
37,management,married,tertiary,825,cellular,11,aug,214,5,-1,0,unknown,no
34,technician,single,secondary,4676,cellular,11,aug,248,3,-1,0,unknown,no
30,management,single,tertiary,6493,cellular,11,aug,132,5,-1,0,unknown,no
33,technician,single,tertiary,443,cellular,11,aug,240,5,-1,0,unknown,no
32,technician,single,tertiary,543,cellular,11,aug,385,3,-1,0,unknown,no
30,management,married,tertiary,1882,cellular,11,aug,249,5,-1,0,unknown,no
43,unemployed,married,secondary,223,cellular,11,aug,200,4,-1,0,unknown,no
31,technician,single,secondary,2,cellular,11,aug,104,4,-1,0,unknown,no
43,management,married,secondary,2411,cellular,11,aug,124,7,-1,0,unknown,no
31,management,married,tertiary,3739,cellular,11,aug,117,3,-1,0,unknown,no
31,self-employed,single,secondary,762,cellular,11,aug,312,3,-1,0,unknown,no
47,services,married,secondary,24,cellular,11,aug,271,3,-1,0,unknown,no
49,management,married,tertiary,4594,cellular,11,aug,157,3,-1,0,unknown,no
32,management,single,tertiary,1434,cellular,11,aug,1144,3,-1,0,unknown,no
30,technician,single,tertiary,290,cellular,11,aug,485,5,-1,0,unknown,no
56,services,divorced,secondary,476,cellular,11,aug,67,7,-1,0,unknown,no
59,technician,married,secondary,478,cellular,11,aug,108,5,-1,0,unknown,no
47,retired,married,secondary,-71,cellular,11,aug,293,5,-1,0,unknown,no
30,technician,married,tertiary,8351,cellular,11,aug,345,3,-1,0,unknown,no
50,blue-collar,married,primary,0,cellular,11,aug,72,5,-1,0,unknown,no
42,management,married,tertiary,1161,cellular,11,aug,101,5,-1,0,unknown,no
53,self-employed,married,primary,2639,cellular,11,aug,304,4,-1,0,unknown,no
51,blue-collar,married,primary,541,cellular,11,aug,663,3,-1,0,unknown,yes
43,management,married,tertiary,8,cellular,11,aug,95,4,-1,0,unknown,no
36,technician,divorced,secondary,487,cellular,11,aug,268,3,-1,0,unknown,no
31,technician,married,secondary,30,telephone,11,aug,133,5,-1,0,unknown,no
55,unknown,married,secondary,1785,cellular,11,aug,339,3,-1,0,unknown,no
34,management,married,tertiary,519,cellular,11,aug,57,3,-1,0,unknown,no
37,technician,married,secondary,5287,cellular,11,aug,209,2,-1,0,unknown,no
40,management,divorced,tertiary,3426,cellular,11,aug,94,3,-1,0,unknown,no
41,management,married,tertiary,0,cellular,11,aug,1242,5,-1,0,unknown,yes
59,retired,married,tertiary,1296,cellular,11,aug,862,11,-1,0,unknown,no
55,services,married,secondary,2120,cellular,11,aug,236,3,-1,0,unknown,no
39,technician,married,secondary,3663,cellular,11,aug,230,3,-1,0,unknown,no
35,technician,single,secondary,354,cellular,11,aug,444,3,-1,0,unknown,yes
59,retired,married,secondary,5219,cellular,11,aug,239,3,-1,0,unknown,no
48,blue-collar,married,primary,719,cellular,11,aug,418,5,-1,0,unknown,yes
46,technician,divorced,tertiary,0,cellular,11,aug,249,5,-1,0,unknown,no
50,self-employed,married,secondary,111,cellular,11,aug,277,3,-1,0,unknown,no
38,services,single,secondary,9609,cellular,11,aug,1687,9,-1,0,unknown,no
57,blue-collar,married,secondary,14093,cellular,11,aug,231,5,-1,0,unknown,no
35,management,single,tertiary,863,cellular,11,aug,481,2,-1,0,unknown,no
53,retired,divorced,secondary,451,cellular,11,aug,277,5,-1,0,unknown,no
34,management,married,tertiary,1054,cellular,11,aug,101,3,-1,0,unknown,no
44,technician,divorced,secondary,12,cellular,11,aug,295,3,-1,0,unknown,no
30,technician,single,secondary,3927,cellular,11,aug,247,1,-1,0,unknown,no
53,blue-collar,married,primary,1301,cellular,11,aug,164,1,-1,0,unknown,no
58,retired,married,secondary,11,cellular,11,aug,270,1,-1,0,unknown,no
34,management,married,tertiary,828,cellular,11,aug,1080,3,-1,0,unknown,yes
38,technician,married,tertiary,-267,cellular,11,aug,220,1,-1,0,unknown,no
34,management,married,tertiary,2657,cellular,11,aug,159,3,-1,0,unknown,no
33,management,single,tertiary,4782,cellular,11,aug,217,1,-1,0,unknown,no
50,management,married,tertiary,412,cellular,11,aug,40,5,-1,0,unknown,no
56,unknown,married,unknown,15088,cellular,11,aug,179,4,-1,0,unknown,no
31,technician,single,secondary,433,cellular,11,aug,1504,2,-1,0,unknown,no
50,management,married,tertiary,1859,cellular,11,aug,85,5,-1,0,unknown,no
45,blue-collar,married,primary,6753,cellular,11,aug,48,9,-1,0,unknown,no
34,technician,single,tertiary,1039,cellular,11,aug,342,3,-1,0,unknown,no
33,unknown,married,secondary,335,cellular,11,aug,566,7,-1,0,unknown,no
52,technician,married,secondary,989,cellular,11,aug,356,1,-1,0,unknown,no
32,management,single,tertiary,715,cellular,11,aug,159,1,-1,0,unknown,no
44,management,married,tertiary,-61,cellular,11,aug,1015,1,-1,0,unknown,no
47,blue-collar,married,secondary,2787,cellular,11,aug,479,1,-1,0,unknown,yes
40,technician,married,secondary,1716,cellular,12,aug,226,8,-1,0,unknown,no
59,admin.,divorced,secondary,636,cellular,12,aug,91,4,-1,0,unknown,no
30,management,single,tertiary,115,cellular,12,aug,154,2,-1,0,unknown,no
30,housemaid,single,tertiary,3362,cellular,12,aug,101,2,-1,0,unknown,no
50,technician,divorced,secondary,3656,cellular,12,aug,509,2,-1,0,unknown,no
32,technician,married,secondary,1568,cellular,12,aug,161,6,-1,0,unknown,no
46,unemployed,married,secondary,2551,cellular,12,aug,645,2,-1,0,unknown,yes
32,management,divorced,tertiary,948,cellular,12,aug,204,2,-1,0,unknown,no
59,management,married,tertiary,37,cellular,12,aug,64,9,-1,0,unknown,no
60,retired,married,secondary,2722,cellular,12,aug,506,2,-1,0,unknown,yes
57,retired,married,primary,-12,cellular,12,aug,80,8,-1,0,unknown,no
58,retired,married,secondary,764,cellular,12,aug,219,4,-1,0,unknown,no
39,technician,married,secondary,52,cellular,12,aug,96,2,-1,0,unknown,no
31,technician,single,secondary,826,cellular,12,aug,246,2,-1,0,unknown,no
36,management,married,tertiary,171,cellular,12,aug,92,2,-1,0,unknown,no
56,blue-collar,married,secondary,2395,cellular,12,aug,150,2,-1,0,unknown,no
51,admin.,married,secondary,1535,cellular,12,aug,359,2,-1,0,unknown,no
33,management,married,tertiary,685,cellular,12,aug,72,2,-1,0,unknown,no
35,technician,married,secondary,482,cellular,12,aug,138,2,-1,0,unknown,no
56,retired,married,secondary,-113,cellular,12,aug,614,2,-1,0,unknown,no
44,self-employed,married,primary,4,cellular,12,aug,327,2,-1,0,unknown,no
49,blue-collar,divorced,primary,1280,cellular,12,aug,144,2,-1,0,unknown,no
44,technician,divorced,secondary,0,cellular,12,aug,56,2,-1,0,unknown,no
54,management,married,tertiary,3020,cellular,12,aug,106,2,-1,0,unknown,no
33,management,divorced,tertiary,-336,cellular,12,aug,75,2,-1,0,unknown,no
